image_path,class_name,width,height,mode,label,true_label,pred_label,pred_proba,is_error,area,area_bucket,confidence,confidence_bucket
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C168P129ThinF_IMG_20151118_161940_cell_42.png,Uninfected,124,118,RGB,0,0,0,0.004679763,False,14632,Q1 (smallest),0.99532026,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C203ThinF_IMG_20151029_102123_cell_128.png,Uninfected,151,154,RGB,0,0,0,0.0077011758,False,23254,Q4 (largest),0.99229884,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C124P85ThinF_IMG_20151002_155223_cell_170.png,Parasitized,202,163,RGB,1,1,1,0.8197237,False,32926,Q4 (largest),0.8197237,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C119P80ThinF_IMG_20151002_124304_cell_82.png,Uninfected,154,145,RGB,0,0,0,0.0030714413,False,22330,Q4 (largest),0.9969286,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C129P90ThinF_IMG_20151004_133244_cell_115.png,Parasitized,118,157,RGB,1,1,1,0.9889669,False,18526,Q3,0.9889669,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C208ThinF_IMG_20151029_160108_cell_192.png,Uninfected,127,142,RGB,0,0,0,0.00021538044,False,18034,Q3,0.99978465,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C145P106ThinF_IMG_20151016_154921_cell_147.png,Parasitized,130,121,RGB,1,1,1,0.9669192,False,15730,Q2,0.9669192,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C139P100ThinF_IMG_20151005_183601_cell_40.png,Uninfected,121,148,RGB,0,0,0,0.0024741278,False,17908,Q3,0.9975259,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C48P9thinF_IMG_20150721_161243_cell_154.png,Parasitized,169,157,RGB,1,1,1,0.9838711,False,26533,Q4 (largest),0.9838711,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C80P41ThinF_IMG_20150817_111802_cell_21.png,Parasitized,118,118,RGB,1,1,1,0.99640733,False,13924,Q1 (smallest),0.99640733,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C113P74ThinF_IMG_20150930_135904_cell_94.png,Uninfected,112,82,RGB,0,0,0,0.0497208,False,9184,Q1 (smallest),0.9502792,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C114P75ThinF_IMG_20150930_150733_cell_76.png,Uninfected,148,142,RGB,0,0,0,0.06036354,False,21016,Q4 (largest),0.93963647,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C37BP2_thinF_IMG_20150620_133111a_cell_4.png,Uninfected,160,139,RGB,0,0,0,0.003814909,False,22240,Q4 (largest),0.99618506,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141001_cell_132.png,Parasitized,133,130,RGB,1,1,1,0.9344452,False,17290,Q2,0.9344452,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C237ThinF_IMG_20151127_105345_cell_18.png,Uninfected,139,139,RGB,0,0,0,0.0006553053,False,19321,Q3,0.9993447,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C140P101ThinF_IMG_20151005_205406_cell_4.png,Uninfected,127,130,RGB,0,0,0,0.0013335358,False,16510,Q2,0.99866647,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_112119_cell_20.png,Parasitized,133,82,RGB,1,1,1,0.9983348,False,10906,Q1 (smallest),0.9983348,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C68P29N_ThinF_IMG_20150819_133350_cell_166.png,Parasitized,133,163,RGB,1,1,1,0.9506391,False,21679,Q4 (largest),0.9506391,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C117P78ThinF_IMG_20150930_220616_cell_65.png,Uninfected,142,154,RGB,0,0,0,0.0012819378,False,21868,Q4 (largest),0.9987181,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C101P62ThinF_IMG_20150923_170246_cell_72.png,Parasitized,139,145,RGB,1,1,1,0.9942895,False,20155,Q3,0.9942895,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C184P145ThinF_IMG_20151203_102543_cell_162.png,Parasitized,148,163,RGB,1,1,1,0.99478555,False,24124,Q4 (largest),0.99478555,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C128P89ThinF_IMG_20151004_131129_cell_22.png,Uninfected,115,106,RGB,0,0,0,0.0040447814,False,12190,Q1 (smallest),0.9959552,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C182P143NThinF_IMG_20151201_172057_cell_17.png,Uninfected,121,118,RGB,0,0,0,0.039223317,False,14278,Q1 (smallest),0.9607767,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C205ThinF_IMG_20151106_151514_cell_224.png,Uninfected,145,106,RGB,0,0,0,0.00019496068,False,15370,Q2,0.99980503,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C59P20thinF_IMG_20150803_113051_cell_188.png,Parasitized,118,130,RGB,1,1,1,0.9984841,False,15340,Q2,0.9984841,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C59P20thinF_IMG_20150803_113430_cell_26.png,Parasitized,109,115,RGB,1,1,1,0.9997404,False,12535,Q1 (smallest),0.9997404,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C180P141NThinF_IMG_20151201_170110_cell_25.png,Parasitized,145,136,RGB,1,1,1,0.9855062,False,19720,Q3,0.9855062,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C70P31_ThinF_IMG_20150819_141730_cell_101.png,Parasitized,118,100,RGB,1,1,1,0.9966323,False,11800,Q1 (smallest),0.9966323,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141351_cell_123.png,Parasitized,121,154,RGB,1,1,1,0.99989164,False,18634,Q3,0.99989164,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C138P99ThinF_IMG_20151005_173241_cell_54.png,Uninfected,136,139,RGB,0,0,0,0.00449288,False,18904,Q3,0.9955071,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C102P63ThinF_IMG_20150918_162511_cell_102.png,Uninfected,142,181,RGB,0,0,0,0.1870359,False,25702,Q4 (largest),0.8129641,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C239ThinF_IMG_20151127_113150_cell_128.png,Uninfected,124,145,RGB,0,0,0,0.00046967776,False,17980,Q3,0.9995303,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C69P30N_ThinF_IMG_20150819_135421_cell_30.png,Uninfected,196,121,RGB,0,0,0,0.119318664,False,23716,Q4 (largest),0.88068134,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C137P98ThinF_IMG_20151005_163251_cell_67.png,Parasitized,124,100,RGB,1,1,1,0.97675246,False,12400,Q1 (smallest),0.97675246,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C140P101ThinF_IMG_20151005_210026_cell_173.png,Parasitized,133,145,RGB,1,1,1,0.98881066,False,19285,Q3,0.98881066,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C66P27N_ThinF_IMG_20150818_164754_cell_160.png,Uninfected,139,124,RGB,0,0,0,0.021216447,False,17236,Q2,0.97878355,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C139P100ThinF_IMG_20151005_182822_cell_36.png,Uninfected,136,139,RGB,0,0,0,0.0025126177,False,18904,Q3,0.99748737,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C89P50ThinF_IMG_20150820_163728_cell_190.png,Parasitized,142,157,RGB,1,1,1,0.9994751,False,22294,Q4 (largest),0.9994751,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C178P139NThinF_IMG_20151201_153246_cell_154.png,Parasitized,100,106,RGB,1,1,1,0.935066,False,10600,Q1 (smallest),0.935066,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_111326_cell_17.png,Parasitized,130,124,RGB,1,1,1,0.98340714,False,16120,Q2,0.98340714,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C72P33_ThinF_IMG_20150815_104045_cell_109.png,Uninfected,97,97,RGB,0,0,1,0.6770738,True,9409,Q1 (smallest),0.6770738,0.6-0.7
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C67P28N_ThinF_IMG_20150819_121456_cell_251.png,Parasitized,184,157,RGB,1,1,1,0.99994075,False,28888,Q4 (largest),0.99994075,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C42P5thin_original_IMG_20150623_134919_cell_82.png,Uninfected,142,172,RGB,0,0,0,0.0021787933,False,24424,Q4 (largest),0.9978212,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C101P62ThinF_IMG_20150923_170246_cell_14.png,Uninfected,139,133,RGB,0,0,0,0.0030629071,False,18487,Q3,0.9969371,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172524_cell_205.png,Parasitized,121,130,RGB,1,1,1,0.99125403,False,15730,Q2,0.99125403,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C132P93ThinF_IMG_20151004_152353_cell_183.png,Parasitized,112,115,RGB,1,1,1,0.99950624,False,12880,Q1 (smallest),0.99950624,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C139P100ThinF_IMG_20151005_183521_cell_116.png,Uninfected,157,133,RGB,0,0,0,0.0013445376,False,20881,Q4 (largest),0.99865544,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C188P149ThinF_IMG_20151203_135433_cell_121.png,Uninfected,112,118,RGB,0,0,0,0.00087697053,False,13216,Q1 (smallest),0.99912304,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C189P150ThinF_IMG_20151203_141809_cell_58.png,Uninfected,112,112,RGB,0,0,0,0.060611006,False,12544,Q1 (smallest),0.939389,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C91P52ThinF_IMG_20150821_125423_cell_11.png,Parasitized,166,169,RGB,1,1,1,0.8677097,False,28054,Q4 (largest),0.8677097,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141351_cell_112.png,Parasitized,178,154,RGB,1,1,1,0.9954518,False,27412,Q4 (largest),0.9954518,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C54P15thinF_IMG_20150728_112938_cell_43.png,Uninfected,121,121,RGB,0,0,0,0.0020273197,False,14641,Q1 (smallest),0.99797267,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C221ThinF_IMG_20151106_160727_cell_32.png,Uninfected,142,130,RGB,0,0,0,0.00027813407,False,18460,Q3,0.9997219,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C59P20thinF_IMG_20150803_111333_cell_172.png,Parasitized,127,130,RGB,1,1,1,0.99808,False,16510,Q2,0.99808,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C54P15thinF_IMG_20150728_105949_cell_103.png,Uninfected,115,133,RGB,0,0,0,0.0013957577,False,15295,Q2,0.99860424,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C183P144NThinF_IMG_20151201_224107_cell_125.png,Parasitized,139,139,RGB,1,1,1,0.99870336,False,19321,Q3,0.99870336,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C154P115ThinF_IMG_20151115_141507_cell_198.png,Uninfected,130,133,RGB,0,0,0,0.03889395,False,17290,Q2,0.96110606,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C120P81ThinF_IMG_20151002_130715_cell_34.png,Uninfected,142,148,RGB,0,0,0,0.0029337604,False,21016,Q4 (largest),0.99706626,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C47P8thin_Original_Motic_IMG_20150714_093806_cell_149.png,Uninfected,124,124,RGB,0,0,0,0.031023253,False,15376,Q2,0.96897674,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141857_cell_13.png,Parasitized,145,154,RGB,1,1,0,0.28406665,True,22330,Q4 (largest),0.7159333,0.7-0.8
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C118P79ThinF_IMG_20151002_110725_cell_152.png,Parasitized,127,139,RGB,1,1,1,0.99685824,False,17653,Q3,0.99685824,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C66P27N_ThinF_IMG_20150818_164702_cell_32.png,Uninfected,142,127,RGB,0,0,0,0.0033857017,False,18034,Q3,0.9966143,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C110P71ThinF_IMG_20150930_105925_cell_120.png,Uninfected,130,142,RGB,0,0,0,0.0027413669,False,18460,Q3,0.9972586,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C80P41ThinF_IMG_20150817_111802_cell_19.png,Parasitized,130,124,RGB,1,1,1,0.83498114,False,16120,Q2,0.83498114,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151903_cell_22.png,Parasitized,118,112,RGB,1,1,1,0.99986744,False,13216,Q1 (smallest),0.99986744,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C144P105ThinF_IMG_20151015_160908_cell_292.png,Parasitized,139,112,RGB,1,1,1,0.9584357,False,15568,Q2,0.9584357,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C109P70ThinF_IMG_20150930_103811_cell_104.png,Uninfected,118,118,RGB,0,0,0,0.0045319735,False,13924,Q1 (smallest),0.995468,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141001_cell_131.png,Parasitized,142,154,RGB,1,1,1,0.9999999,False,21868,Q4 (largest),0.9999999,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C134P95ThinF_IMG_20151005_122449_cell_44.png,Uninfected,157,160,RGB,0,0,0,0.0066297795,False,25120,Q4 (largest),0.99337023,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C1_thinF_IMG_20150604_104919_cell_183.png,Uninfected,127,124,RGB,0,0,0,0.0062957676,False,15748,Q2,0.99370426,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C46P7ThinF_IMG_20151130_210123_cell_98.png,Uninfected,130,121,RGB,0,0,0,0.059356365,False,15730,Q2,0.9406436,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C136P97ThinF_IMG_20151005_144727_cell_105.png,Parasitized,133,139,RGB,1,1,1,0.8833233,False,18487,Q3,0.8833233,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C156P117ThinF_IMG_20151115_155104_cell_195.png,Uninfected,154,145,RGB,0,0,0,0.015957316,False,22330,Q4 (largest),0.9840427,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C101P62ThinF_IMG_20150918_151006_cell_32.png,Uninfected,145,139,RGB,0,0,0,0.003625292,False,20155,Q3,0.9963747,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C115P76ThinF_IMG_20150930_163156_cell_25.png,Uninfected,118,133,RGB,0,0,0,0.0042318064,False,15694,Q2,0.9957682,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C166P127ThinF_IMG_20151117_193931_cell_25.png,Uninfected,127,124,RGB,0,0,0,0.029703466,False,15748,Q2,0.97029656,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C92P53ThinF_IMG_20150821_151224_cell_57.png,Uninfected,157,133,RGB,0,0,0,0.011960287,False,20881,Q4 (largest),0.98803973,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C227ThinF_IMG_20151112_135422_cell_22.png,Uninfected,130,127,RGB,0,0,0,0.0014378047,False,16510,Q2,0.9985622,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C133P94ThinF_IMG_20151004_154351_cell_98.png,Parasitized,124,118,RGB,1,1,1,0.9999596,False,14632,Q1 (smallest),0.9999596,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C116P77ThinF_IMG_20150930_171954_cell_113.png,Parasitized,145,112,RGB,1,1,1,0.55169237,False,16240,Q2,0.55169237,0.5-0.6
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C212ThinF_IMG_20151106_105834_cell_189.png,Uninfected,112,139,RGB,0,0,0,0.009238514,False,15568,Q2,0.99076146,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C232ThinF_IMG_20151112_154719_cell_269.png,Uninfected,124,124,RGB,0,0,0,0.0006528358,False,15376,Q2,0.99934715,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C223ThinF_IMG_20151112_104240_cell_72.png,Uninfected,133,127,RGB,0,0,0,0.0002416801,False,16891,Q2,0.9997583,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C174P135NThinF_IMG_20151127_135554_cell_204.png,Parasitized,124,127,RGB,1,1,1,0.97861445,False,15748,Q2,0.97861445,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C37BP2_thinF_IMG_20150620_132440a_cell_89.png,Uninfected,178,136,RGB,0,0,0,0.025417615,False,24208,Q4 (largest),0.9745824,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C133P94ThinF_IMG_20151004_155912_cell_6.png,Parasitized,127,127,RGB,1,1,1,0.99999785,False,16129,Q2,0.99999785,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C12NThinF_IMG_20150614_125741_cell_116.png,Uninfected,139,136,RGB,0,0,0,0.1442325,False,18904,Q3,0.8557675,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C38P3thinF_original_IMG_20150621_112116_cell_1.png,Uninfected,133,127,RGB,0,0,0,0.015807662,False,16891,Q2,0.9841923,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C74P35_ThinF_IMG_20150815_120712_cell_15.png,Uninfected,160,148,RGB,0,0,0,0.0011142388,False,23680,Q4 (largest),0.99888575,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C81P42ThinF_IMG_20150817_120712_cell_165.png,Parasitized,148,169,RGB,1,1,1,0.98933965,False,25012,Q4 (largest),0.98933965,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C82P43ThinF_IMG_20150817_125326_cell_12.png,Parasitized,118,136,RGB,1,1,1,0.9999999,False,16048,Q2,0.9999999,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C118P79ThinF_IMG_20151002_105125_cell_2.png,Uninfected,139,142,RGB,0,0,0,0.001567759,False,19738,Q3,0.9984322,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C62P23N_ThinF_IMG_20150818_133307_cell_63.png,Uninfected,130,124,RGB,0,0,0,0.001538826,False,16120,Q2,0.9984612,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C91P52ThinF_IMG_20150821_123314_cell_193.png,Parasitized,127,136,RGB,1,1,1,0.9999994,False,17272,Q2,0.9999994,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C231ThinF_IMG_20151112_153359_cell_67.png,Uninfected,109,121,RGB,0,0,0,0.00028367882,False,13189,Q1 (smallest),0.99971634,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C46P7ThinF_IMG_20151130_210743_cell_3.png,Uninfected,109,151,RGB,0,0,0,0.009051751,False,16459,Q2,0.99094826,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C1_thinF_IMG_20150604_105100_cell_180.png,Uninfected,127,112,RGB,0,0,0,0.003930248,False,14224,Q1 (smallest),0.9960697,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C167P128ReThinF_IMG_20151201_105559_cell_223.png,Parasitized,130,163,RGB,1,1,1,0.9902002,False,21190,Q4 (largest),0.9902002,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C119P80ThinF_IMG_20151002_124345_cell_158.png,Parasitized,139,148,RGB,1,1,1,0.99748105,False,20572,Q4 (largest),0.99748105,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C132P93ThinF_IMG_20151004_152353_cell_116.png,Uninfected,112,118,RGB,0,0,0,0.0058348333,False,13216,Q1 (smallest),0.9941652,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C85P46ThinF_IMG_20150820_105748_cell_255.png,Parasitized,118,151,RGB,1,1,1,0.9232084,False,17818,Q3,0.9232084,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C129P90ThinF_IMG_20151004_133538_cell_95.png,Parasitized,100,103,RGB,1,1,1,0.99957734,False,10300,Q1 (smallest),0.99957734,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C165P126ThinF_IMG_20151117_164432_cell_40.png,Uninfected,136,151,RGB,0,0,0,0.05680114,False,20536,Q4 (largest),0.94319886,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C48P9thinF_IMG_20150721_161412_cell_175.png,Parasitized,133,121,RGB,1,1,1,0.98630315,False,16093,Q2,0.98630315,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C59P20thinF_IMG_20150803_113051_cell_176.png,Parasitized,130,133,RGB,1,1,1,0.9998816,False,17290,Q2,0.9998816,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C132P93ThinF_IMG_20151004_152045_cell_133.png,Parasitized,142,142,RGB,1,1,1,0.99630463,False,20164,Q4 (largest),0.99630463,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C92P53ThinF_IMG_20150821_151224_cell_201.png,Uninfected,154,157,RGB,0,0,0,0.00028466363,False,24178,Q4 (largest),0.9997153,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C161P122ThinF_IMG_20151116_101722_cell_77.png,Uninfected,115,115,RGB,0,0,0,0.0011079146,False,13225,Q1 (smallest),0.99889207,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C218ThinF_IMG_20151106_143940_cell_145.png,Uninfected,139,130,RGB,0,0,0,0.0008649196,False,18070,Q3,0.9991351,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C145P106ThinF_IMG_20151016_155051_cell_49.png,Uninfected,124,109,RGB,0,0,0,0.00022850624,False,13516,Q1 (smallest),0.9997715,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C173P134NThinF_IMG_20151130_115339_cell_152.png,Uninfected,112,121,RGB,0,0,0,0.002008489,False,13552,Q1 (smallest),0.9979915,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C82P43ThinF_IMG_20150817_123824_cell_103.png,Uninfected,139,127,RGB,0,0,0,0.0034089326,False,17653,Q3,0.9965911,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C52P13thinF_IMG_20150725_125213_cell_170.png,Parasitized,142,112,RGB,1,1,1,0.99632734,False,15904,Q2,0.99632734,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C70P31_ThinF_IMG_20150813_131330_cell_91.png,Parasitized,106,127,RGB,1,1,1,0.994852,False,13462,Q1 (smallest),0.994852,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C180P141NThinF_IMG_20151201_165528_cell_172.png,Parasitized,133,124,RGB,1,1,1,0.59677285,False,16492,Q2,0.59677285,0.5-0.6
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C47P8thinOriginalOlympusCX21_IMG_20150717_174222_cell_14.png,Uninfected,112,118,RGB,0,0,0,0.0065722363,False,13216,Q1 (smallest),0.99342775,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C138P99ThinF_IMG_20151005_171116_cell_156.png,Uninfected,124,157,RGB,0,0,0,0.02391559,False,19468,Q3,0.9760844,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C148P109ThinF_IMG_20151115_112333_cell_242.png,Parasitized,133,136,RGB,1,1,1,0.9467991,False,18088,Q3,0.9467991,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C70P31_ThinF_IMG_20150813_130510_cell_94.png,Parasitized,88,91,RGB,1,1,1,0.9973246,False,8008,Q1 (smallest),0.9973246,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C38P3thinF_original_IMG_20150621_112043_cell_21.png,Uninfected,142,139,RGB,0,0,0,0.017900646,False,19738,Q3,0.98209935,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C12NThinF_IMG_20150614_124301_cell_251.png,Uninfected,133,133,RGB,0,0,0,4.260308e-05,False,17689,Q3,0.9999574,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_110115_cell_126.png,Parasitized,124,103,RGB,1,1,1,0.60192204,False,12772,Q1 (smallest),0.60192204,0.6-0.7
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C2NThinF_IMG_20150604_114815_cell_6.png,Uninfected,133,133,RGB,0,0,0,0.0062907515,False,17689,Q3,0.99370927,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_150838_cell_152.png,Parasitized,103,115,RGB,1,1,1,0.99974257,False,11845,Q1 (smallest),0.99974257,0.9-1.0
